,journal,title,ISSN,DOI,authors,affilations,date,pages,abstract,raw_url,keywords
93,International Journal of Fluid Power,Traction Control Development for Heavy-Duty Off-Road Vehicles Using Sliding Mode Control,2332-1180,10.13052/ijfp1439-9776.2035,"['Addison Alexander', 'Andrea Vacca']","['Maha Fluid Power Research Center, Lafayette, IN 47905, USA', 'Maha Fluid Power Research Center, Lafayette, IN 47905, USA']",2020-03-28,375–400.,"Construction equipment represents a unique field for operator assistance systems. These machines operate in applications where safety and productivity are paramount. One mechanism of interest recently is traction control. In order to push the limits of the traction control capability, a nonlinear controller is created. To do this, a nonlinear model of a representative construction machine is developed. Based on this model, a sliding mode-type controller is generated. The controller is then run in simulation and implemented on a prototype machine. The sliding mode design shows an improvement in both wheel slip and machine pushing force over previous work.",https://journals.riverpublishers.com/index.php/IJFP/article/view/942,"['traction control', 'construction vehicles', 'sliding mode control']"
94,International Journal of Fluid Power,Foreword,2332-1180,,['Fedor Nazarov'],[],2021-11-20,1-1,"The 17th Scandinavian International Conference on Fluid Power, SICFP’21was held online due to COVID19 pandemic on June 1–2, 2021. The conferencewas hosted by Division of Fluid and Mechatronic Systems at Link¨opingUniversity. The conference is arranged on a biannual basis alternatingbetween Link¨oping University (LiU) and Tampere University, (TUT). As theconference editor, in agreement with the Editorial Board of the InternationalJournal of Fluid Power (IJFP), we decided to edit this special issue to providethe whole technical community the opportunity to further explore the topranked contributions to the symposium. The top five ranked papers fromthe review process were selected and the authors agreed to update theirpapers and submit to the journal special SICFP issue. All original papersfor the conference had gone through a review process with at least twoindependent international reviewers, involving also the Editor in Chief. Thepublished papers are from a wide range of fields within fluid power, such asindustrial application, mining, and off-road equipment. It is evident that fluidpower is in a stage of rapid transformation, as requirements on efficiencyand environmental compatibility are having a real impact on component andsystem design.",https://journals.riverpublishers.com/index.php/IJFP/article/view/12423,['Foreword']
95,International Journal of Fluid Power,Research on Fault Diagnosis of Hydraulic System of Fast Erecting Device Based on Fuzzy Neural Network,2332-1180,10.13052/ijfp1439-9776.2321,"['Yangbing  Zheng', 'Xiao  Xue', 'Jisong  Zhang']","['College of Mechanical and Electronic Engineering, Nanyang Normal University, Nanyang 473061, Henan, China , Qinghai Wandong Ecological Environment Development Co.LTD, Geermu 816000, Qinghai, China', 'School of Information Engineering, Nanyang Institute of Technology, Nanyang 473004, Henan, Chinag', 'Qinghai Wandong Ecological Environment Development Co.LTD, Geermu 816000, Qinghai, China']",2022-01-12,141–160,"In order to improve the fault diagnosis effectiveness of hydraulic system in erecting devices, the fuzzy neural neural network is applied to carry out fault diagnosis of hydraulic system. Firstly, the main faults of hydraulic system of erecting mechanism are summarized. The main faults of hydraulic system of erecting devices concludes abnormal noise, high temperature of hydraulic oil of hydraulic system, leakage of hydraulic system, low operating speed of hydraulic system, and the characteristics of different faults are analyzed. Secondly, basic theory of fuzzy neural network is studied, and the framework of fuzzy neural network is designed. The inputting layer, fuzzy layer, fuzzy relation layer, relationship layer after fuzzy operation and outputting layer of fuzzy neural network are designed, and the corresponding mathematical models are confirmed. The analysis procedure of fuzzy neural network is established. Thirdly, simulation analysis is carried out for a hydraulic system in erecting device, the BP neural network reaches convergence after 600 times iterations, and the fuzzy neural network reaches convergence after 400 times iterations, fuzzy neural network can obtain higher accuracy than BP neural network, and running time of fuzzy neural network is less than that of BP neural network, therefore, simulation results show that the fuzzy neural network can effectively improve the fault diagnosis efficiency and precision. Therefore, the fuzzy neural network is reliable for fault diagnosis of hydraulic system in erecting devices, which has higher fault diagnosis effect, which can provide the theory basis for healthy detection of hydraulic system in erecting devices.",https://journals.riverpublishers.com/index.php/IJFP/article/view/11837,['Fault diagnosis; Hydraulic system; Erecting device; Fuzzy neural network']
96,International Journal of Fluid Power,Synthesis of a MIMO QFT controller for hydraulic hybrid swing system of excavators,2332-1180,10.1080/14399776.2017.1366244,"['Yan Cai', 'Jinchun Song', 'Nariman Sepehri']","['School of Mechanical Engineering and Automation, Northeastern University, Shenyang, China', 'School of Mechanical Engineering and Automation, Northeastern University, Shenyang, China;', 'epartment of Mechanical Engineering, University of Manitoba, Winnipeg, Canada']",2018-12-20,1-13,"ABSTRACTIn swing system of excavators, energy recuperation and hybrid actuation is desirable to improve&nbsp;energy efficiency because of its characteristic large inertial load and cyclic operation. Numerous studies have focused on optimisation of hybrid structures and power management strategies, whereas only a little attention has been paid to the control performance of hybrid swing drives.&nbsp;This paper investigates the control problem of the secondary controlled hybrid swing drive&nbsp;and employs multi-input multi-output quantitative feedback theory (MIMO QFT) for controller&nbsp;synthesis. Considering parametric uncertainties in load variation, viscous friction and bulk modulus, a two-input two-output QFT control scheme is constructed according to specifications&nbsp; given by robust margin, sensitivity reduction and tracking performance. Through simulation evaluation, the MIMO QFT controller shows excellent tracking performance over the defined&nbsp;range of uncertain parameters and much better robustness as compared to a well-tuned PI controller. The synthesis process is visualised, which is practical and promising for its further usein industrial settings.",https://journals.riverpublishers.com/index.php/IJFP/article/view/138,"['MIMO QFT', 'secondary control', 'hydraulic hybrid', 'swing', 'uncertainty', 'excavator']"
97,International Journal of Fluid Power,Simulation and Experiment of Electromagnet for High-Speed On-off Valve for Vehicle Shifting System,2332-1180,10.13052/ijfp1439-9776.2412,"['Qingjun  Yang', 'Yudong  Liu', 'Rui  Zhu', 'Qi  Mao', 'Rizhi  Dong', 'Hongxuan  Jiang']","['Dept. Fluid Control and Automation, Harbin Institute of Technology, Harbin, China', 'Dept. Fluid Control and Automation, Harbin Institute of Technology, Harbin, China', 'Dept. Fluid Control and Automation, Harbin Institute of Technology, Harbin, China', 'Dept. Fluid Control and Automation, Harbin Institute of Technology, Harbin, China', 'Dept. Fluid Control and Automation, Harbin Institute of Technology, Harbin, China', 'National Key Lab of Vehicular Transmission, China North Vehicle Study Institute, Beijing, China']",2023-01-17,29–58,"The high-speed on-off valve is the core component for adjusting the oil pressure of the pressure reducing valve in the clutch shifting system of engineering vehicles, and its response speed is one of the important indicators to measure its performance. In order to improve the dynamic performance of high-speed on-off valve, the electromagnet with solid magnetic isolation structure was designed and simulated by considering the eddy current loss factor. A high-speed on-off valve electromagnetic actuator with high response speed was obtained. Firstly, the theoretical calculation and verification of the theory were carried out by using the electromagnet design theory, and the theoretical model of the electromagnet was built. Secondly, the electromagnet parameter model was brought into the finite element simulation software ANSYS Electronics to simulate and optimize the static magnetic field and the transient magnetic field respectively. The different structural parameters (guide bush thickness, outer magnetic pole thickness, magnetic isolation structure, armature length) were analyzed. And the effect of the coil parameters (number of strands) on the steady-state electromagnetic force and the dynamic displacement of the armature was analyzed. The values of the structural parameters of the electromagnet were subsequently determined. Finally, the static and dynamic characteristics experiment of the magnetically separated solid electromagnet is designed and processed. The experiment and simulation results are in good agreement. The feasibility of the high-resistance electromagnet structure design and the correctness of the simulation are verified. Reasonable optimization of structural parameters and coil parameters has obvious significance for improving the dynamic characteristics of high-speed on-off valve electromagnets.",https://journals.riverpublishers.com/index.php/IJFP/article/view/19657,"['Clutch shifting system', 'high-speed on-off valve', 'electromagnet', 'responding speed', 'eddy current loss']"
98,International Journal of Fluid Power,Experimental evaluation of the efficiency of a pneumatic strain energy accumulator,2332-1180,10.1080/14399776.2017.1335141,"['Joshua J. Cummins', 'Seth Thomas', 'Christophe J. Nasha', 'Sankaran Mahadevan', 'Douglas E. Adams', 'Eric J. Barth']","['Mechanical Engineering, Vanderbilt University, Nashville, TN, USA', 'Applied Physics, University of Central Arkansas, Conway, AR, USA', 'Mechanical Engineering, Vanderbilt University, Nashville, TN, USA', 'cCivil and Environmental Engineering, Vanderbilt University, Nashville, TN, USA', 'Civil and Environmental Engineering, Vanderbilt University, Nashville, TN, USA', 'Mechanical Engineering, Vanderbilt University, Nashville, TN, USA and Laboratory for the Design and Control of Energetic Systems (DCES), Vanderbilt University, Nashville, TN, USA']",2017-11-01,167-180,"There is heightened interest in research to develop materials and devices that achieve greater energy storage capacity, power density and increased energy efficiency. This work analyses the performance of a novel energy storage device, the pneumatic strain energy accumulator (pSEA), which is designed to exploit the advantageous aspects of the non-linear behaviour of elastomeric materials. An analytical method for simultaneously characterising the pneumatic energy and strain energy stored in a strain energy accumulator (SEA), and more generally for pneumatic and strain energy systems, has been employed. Component efficiency along with the expansion and contraction pressures of the pSEA are determined experimentally so thata system level efficiency calculation can be performed. Incorporating uncertainty analysis, theefficiencies of the SEA are measured to be consistently over 93% in over 800 cycles of testing.The steady-state expansion and contraction pressures of the accumulator have steady-state values with errors of less than 3 hundredths of a kilopascal from their means.",https://journals.riverpublishers.com/index.php/IJFP/article/view/150,"['energy saving', 'pneumatic', 'uncertainty analysis', 'efficiency', 'Strain energy accumulator']"
99,Journal of Web Engineering,Design Guidelines for Web Interfaces of Home Automation Systems Accessible via Screen Reader,1544-5976,,"['Marina Buzzi', 'Barbara Leporini', ' Clara Meattini']","[' IIT–CNR, Pisa, Italy', 'ISTI–CNR, Pisa, Italy', ' ISTI–CNR, Pisa, Italy']",2019,,"Home Automation Systems (HAS) – also referred to as smart homes – exploit multiple components such as sensors, RFID readers, wireless devices, and remote control systems to enable easy interaction with smart appliances and devices, and to automate performing sequences of tasks to make human-device interaction simpler and life more comfortable. For people with vision impairment, especially those who are unable to see at all, smart homes can be a powerful tool for enhancing personal autonomy, provided that the system offers suitable device integration and accessible interfaces with a simple interaction via keyboard, assistive technology and other modalities such as voice and gestures.
This paper investigates the accessibility of web interfaces when interacting with HAS components via screen reader assistive technology, in order to propose potential suggestions to developers. Web interfaces are particularly considered in this study in order to support screen reader users who are not yet skilled in using touch-screen devices. Specifically, based on collected accessibility and usability issues, as well as users’ expectations and preferences, a Web-based prototype has been designed and optimized especially for interaction via screen reader. After describing an evaluation conducted with a small group of skilled screen reader users, several guidelines are suggested for designers of HAS interfaces.",https://journals.riverpublishers.com/index.php/JWE/article/view/3161,"['Smart homes', 'home automation', 'accessible interfaces', 'blind users']"
100,International Journal of Fluid Power,A REVIEW ANALYSIS OF UNSTEADY FORCES IN HYDRAULIC VALVES,2332-1180,,"['Giuseppe Del Vescovo', 'Antonio Lippolis']","['Dipartimento di Ingegneria Meccanica e Gestionale, POLITECNICO di BARI - Via Re David 200 - 70125 Bari - Italy', 'Dipartimento di Ingegneria dell’Ambiente e per lo Sviluppo Sostenibile , POLITECNICO di BARI - V.le del Turismo, 8 74100 Taranto - Italy']",2006-11-01,29-39,"In the fluid power applications where the typical operating conditions are dynamic the knowledge of the unsteady flow forces that act on the spools of the hydraulic valves represents an important issue to be addressed in order to make a correct design of the valve geometry and its driving system. This paper deals with a rigorous unsteady numerical study of the fluid dynamic behavior of a hydraulic directional control valve. A theoretical approach based upon the application of the momentum equation in the transient fluid dynamic conditions is presented, while a successive numerical analysis is performed by using the commercial Fluent™ code that provided, in the past, a correct evaluation of the stationary flow forces. Unsteady simulations have been carried out considering three different conditions: constant pressure boundary conditions during the spool movement, inlet pressure ripple at a constant spool position, damped pressure oscillations during the spool opening phase. The main objective is to estimate the critical magnitude orders of the pressure ripple frequency and of the axial spool velocity above which the pseudo-steadiness assumption fails; in order to reach this aim, in some cases, the effects of the fluid dynamic phenomena connected with the unsteady flow conditions have been amplified.",https://journals.riverpublishers.com/index.php/IJFP/article/view/551,"['CFD simulation', 'unsteady flows', 'directional control valves']"
101,International Journal of Fluid Power,CFD Assisted Steady-State Modelling of Restrictive Counterbalance Valves,2332-1180,10.13052/ijfp1439-9776.2115,"['Jannik H. Jakobsen', 'Michael R. Hansen']","['Department of Engineering Sciences, Faculty of Engineering and Science, University of Agder, Jon Lilletunsvei 9, 4879 Grimstad, Norway', 'Department of Engineering Sciences, Faculty of Engineering and Science, University of Agder, Jon Lilletunsvei 9, 4879 Grimstad, Norway']",2020-06-26,119–146,"The counterbalance valve is an important component in many hydraulic applications and its behaviour hugely impacts system stability and performance. Despite that, CBVs are rarely modelled accurately due to the effort required to obtain basic model parameters and the complexity involved in identifying expressions for flow forces and friction. This paper presents a CFD assisted approach to steady-state modelling of CBVs. It is applied to a 3-port restrictive commercially available counterbalance valve. The model obtained is based on detailed measurements of the valve geometry, a single data set and CFD modelling and includes flow forces and friction. The CFD assisted model is compared to experimental data at three temperatures and two versions of more classical steady-state model based on the orifice equation, uniform pressure distribution and experimental results. The results support the CFD assisted approach as a way to increase modelling accuracy. The load pressure corrected coulomb friction model used manages to capture the changes to hysteresis with temperature but not the changes with pilot pressure.",https://journals.riverpublishers.com/index.php/IJFP/article/view/906,"['Valve modelling', 'friction modelling;', 'counterbalance valve', 'hydraulics', 'computational fluid dynamics']"
102,International Journal of Fluid Power,Model-based force and position tracking control of an asymmetric cylinder with a digital hydraulic valve,2332-1180,10.1080/14399776.2016.1185876,"['Matti Linjama', 'Mikko Huova', 'Kalevi Huhtala']","['Department of Intelligent Hydraulics and Automation, Tampere University of Technology, Tampere, Finland', 'Department of Intelligent Hydraulics and Automation, Tampere University of Technology, Tampere, Finland', 'Department of Intelligent Hydraulics and Automation, Tampere University of Technology, Tampere, Finland']",2018-03-01,,"This paper presents a model-based control solution for large inertia systems controlled by a fast digital hydraulic valve. The solution is based on model-based force control and it is shown that the cylinder chamber pressures have first order dynamics with the proper parameter selection. The robust stability is analyzed under unknown load mass, bulk modulus, and delay, and it is shown that a simple cascaded P + PID controller results in good control performance and robustness. The simulated results show smooth and stable response with good tracking performance despite large variations in the load mass and bulk modulus.",https://journals.riverpublishers.com/index.php/IJFP/article/view/167,"['Digital hydraulics', 'tracking control', 'force control', 'position control']"
103,International Journal of Fluid Power,ServoFlight: pneumatically actuated full flight simulator,2332-1180,10.1080/14399776.2015.1127724,"['Justin Pradipta', 'Oliver Sawodny']","['Institute for System Dynamics, University of Stuttgart, Stuttgart, Germany', 'Institute for System Dynamics, University of Stuttgart, Stuttgart, Germany']",2016-03-01,49-64,"This contribution covers a new way to provide motion feedback in a full flight simulator. Seven pneumatic cylinders are utilized to actuate our 6 degrees-of-freedom motion platform. The motion platform being investigated is a parallel manipulator configured similarly to a Stewart platform with additional one redundant cylinder in the middle. The models of the pneumatic cylinder and the parallel manipulator are used to derive a dual control method. The dual control follows two different trajectories which are generated by a modified motion cueing algorithm and a force trajectory generator. The measurements are conducted on a full size build. The experiment results show that the platform performs well with a low total transport delay, therefore the platform is suitable to be used in a full flight simulator.",https://journals.riverpublishers.com/index.php/IJFP/article/view/179,"['Pneumatic cylinder', 'parallel robot', 'motion platform', 'full flight simulator']"
104,International Journal of Fluid Power,DEVELOPMENT OF A DIRECT PRESSURE-SENSING WATER HYDRAULIC RELIEF VALVE,2332-1180,,"['Kenji Suzuki', 'Eizo Urata']","['Department of Mechanical Engineering, Kanagawa University – Rokkakubashi 3-27-1, Kanagawa-ku, Yokohama 221-8686, Japan', 'Department of Mechanical Engineering, Kanagawa University – Rokkakubashi 3-27-1, Kanagawa-ku, Yokohama 221-8686, Japan']",2008-08-01,5-13,"A balanced-piston-type water hydraulic relief valve working at a rated pressure of 14 MPa is developed. The design focuses on preventing cavitation and improving the static characteristics and stability. To prevent cavitation, the main valve has two throttles of nearly equal dimensions in series. As static characteristics, pressure override and hysteresis are considered. To reduce the pressure override, the supply pressure is directly led to the pilot valve. To reduce the hysteresis, the main valve is supported by hydrostatic bearings, which eliminate Coulomb friction in the main valve. To improve the stability of the main valve, a viscous damper is attached to the main valve besides inserting a damping orifice between the main- and the pilot valves. Simulation of static- and dynamic characteristics are carried out to determine the valve dimensions. The experimental results for a flow rate of up to 20 litres/min showed that the measured pressure override and hysteresis are about 1 % and 0.1 % of the pre-set pressure, respectively. The developed relief valve did not radiate cavitation noise in the range (maximum pressure 14 MPa) of the experiments.",https://journals.riverpublishers.com/index.php/IJFP/article/view/522,"['water hydraulics', 'relief valve', 'cavitation', 'pressure override', 'hysteresis', 'hydrostatic bearing']"
105,International Journal of Fluid Power,Towards a modelling framework for designing active check valves – a review of state-of-the-art,2332-1180,10.1080/14399776.2017.1377027,"['Niels Christian Bender', 'Henrik Clemmensen Pedersen', 'Andreas Plöckinger', 'Bernd Winkler']","['Department of Energy Technology, Aalborg University, Aalborg, Denmark', 'Department of Energy Technology, Aalborg University, Aalborg, Denmark', 'Linz Center of Mechatronics GmbH, Linz, Austria', 'Linz Center of Mechatronics GmbH, Linz, Austria']",2018-03-01,49-64,"This paper proposes a design methodology for designing the mechanical topology in hydraulic active check valves (ACVs). These valves may have optimised flow geometries to obtain fast switching and high flow rates. Furthermore, ACVs comprise large pressure differentials and high deceleration during plunger and seat impact, which introduces a concern about the severity of long-term fatigue and wear. A modelling framework of ACVs with the desired capabilities is multidisciplinary involving analysis of mechanics, fluid dynamics, contact mechanics and material science. Therefore, a state-of-the-art focusing on the significant contributions of these disciplines has been conducted. The literature review is focusing on lifetime models and wear concerned with valve seat inserts in different fatigue cycle regimes. No studies with direct application have been found, making this work an infant step towards lifetime prediction of ACVs. However, studies of similar systems have pinpointed the mechanisms that result in wear particles. It is the main objective to uncover the parameters with greatest significance when considering lifetime estimation of ACVs and a conceptual formulation of a lifetime framework is established.",https://journals.riverpublishers.com/index.php/IJFP/article/view/143,"['wear', 'design framework', 'hydraulic valves', 'Digital hydraulics']"
106,International Journal of Fluid Power,A Cost-Effective Electro-Hydraulic Actuator Solution with Open Circuit Architecture,2332-1180,10.13052/ijfp1439-9776.2224,"['Shaoyang Qu', 'David Fassbender', 'Andrea Vacca', 'Enrique Busquets']","['Maha Fluid Power Research Center, Purdue University, Indiana, USA', 'Maha Fluid Power Research Center, Purdue University, Indiana, USA', 'Maha Fluid Power Research Center, Purdue University, Indiana, USA', 'Bosch Rexroth, South Carolina, USA']",2021-05-31,233–258,"With the recent electrification trend in the fluid power area, more research has been incentivized to propose cost-effective and energy-efficient solutions for hydraulic systems. Hence, electro-hydraulic actuator (EHA) architectures receive increasing attention. The paper proposes a novel open-circuit EHA architecture, with the goal to obtain a cost-effective solution for mobile applications while maximizing the overall system efficiency. The proposed EHA is capable of meeting or exceeding traditional off-road machine performance, therefore enabling further electrification of off-road machines. Four-quadrant functionality, covering the full speed range, is achieved by a combination of a variable electro-hydraulic drive and valves with different functions. Focusing on the steady-state performance, the functionality is validated by numerical as well as experimental methods. A simulation model based on the Amesim environment and a dedicated test setup was developed to verify the performance. The good match between simulation and experimental results confirms the potential of the formulation approach of the proposed EHA for applications with different duty cycles and power levels.",https://journals.riverpublishers.com/index.php/IJFP/article/view/5839,"['Electro-hydraulic actuator', 'open circuit', '4-quadrant functionality']"
107,International Journal of Fluid Power,Automatic Fault Diagnosis Method for Hydrodynamic Control System,2332-1180,10.13052/ijfp1439-9776.2233,['Jin Zheng'],"['Yellow River Conservancy Technical Institute, Kaifeng, Henan, China']",2021-07-19,357–372,"In order to improve the accuracy and speed of fault data acquisition of fluid power control system, this paper designs an automatic fault diagnosis method of fluid power control system based on English translation speech recognition. Firstly, the SDG model of the fluid dynamic control system is established, and the fault link is obtained and determined. Then the correlation dimension of data in fluid mechanics calculation is analyzed, and the fault data location is realized. On this basis, the fault classification model of the hydraulic power control system is established, and the automatic fault diagnosis of the hydraulic power control system is completed. Experiments show that the new fault diagnosis method can effectively improve the accuracy and speed of fault data acquisition of fluid power control system, the highest accuracy can reach 89.92%, the fastest speed is 11s, and improve the reliability of fault diagnosis results.",https://journals.riverpublishers.com/index.php/IJFP/article/view/7063,[]
108,International Journal of Fluid Power,FINITE ELEMENT ANALYSIS OF 3D VISCID PERIODIC WAVE PROPAGATION IN HYDRAULIC SYSTEMS,2332-1180,,"['Rudolf Scheidl', 'Bernhard Manhartsgruber', 'Mohamed Ez El Din']","['Johannes Kepler University Linz, Institute of Machine Design and Hydraulic Drives, Altenbergerstr. 69, 4040 Linz, Austria', 'Johannes Kepler University Linz, Institute of Machine Design and Hydraulic Drives, Altenbergerstr. 69, 4040 Linz, Austria', 'Johannes Kepler University Linz, Institute of Machine Design and Hydraulic Drives, Altenbergerstr. 69, 4040 Linz, Austria']",2009-11-01,47-57,A very compact description of viscid wave propagation in straight transmission lines with a circular cross section in frequency domain by a transcendental transfer matrix is known since several decades. The corresponding research results show that fluid friction is limited to small dynamic boundary layers whereas the remaining fluid domain exhibits practically no friction effect and has bulk flow characteristics. An explanation how this boundary layer transfers its dissipative effect to the bulk flow has been given by Gittler et al. using asymptotic expansion techniques. They found that the effect of the boundary layer on the bulk flow in the centre is given by radial velocity components. The authors have shown that the findings of Gittler et al. are generally valid in the 3D case exploiting matched asymptotic expansions. In this paper these results are developed further to exploit this dynamical boundary layer theory for an efficient Finite Element (FE) computation of viscid waves. Standard acoustic elements without viscosity as available in many FE codes combined with frequency dependent acoustic boundary conditions can be used to simulate 3D viscid wave propagation in frequency domain. Comparison with the analytical transmission line theory shows the validity and wide applicability of this approach. It is much more efficient than a direct resolution of the viscid boundary layer by a fine FE grid.,https://journals.riverpublishers.com/index.php/IJFP/article/view/507,"['3D viscid wave propagation', 'finite element analysis', 'singular perturbation', 'boundary layer theory']"
109,International Journal of Fluid Power,MODEL DEVELOPMENT AND EXPERIMENTAL ANALYSIS OF A VIRTUALLY VARIABLE DISPLACEMENT PUMP SYSTEM,2332-1180,,"['John Lumkes Jr', 'Mark A. Batdorff', 'John R. Mahrenholz']","['Purdue University – Agricultural & Biological Engineering Dept. 225 South University Street, West Lafayette, IN 47907 USA', 'Purdue University – Agricultural & Biological Engineering Dept. 225 South University Street, West Lafayette, IN 47907 USA', 'Purdue University – Agricultural & Biological Engineering Dept. 225 South University Street, West Lafayette, IN 47907 USA']",2009-11-01,17-27,"This work presents the modelling and testing of a Virtually Variable Displacement Pump (VVDP). The system used a high speed on/off valve to modulate flow from a fixed displacement pump, directing the flow either to the tank or high pressure supply line of the hydraulic system. A lumped parameter model of the system was developed using sub-models to describe the dynamics of each component in the system. A test setup using currently available components was built to validate the overall system model and study the effects of switching frequency on system efficiency. Once verified, the model was used to simulate and further study the effects of changing the compressible fluid volume and line lengths. Simulation results show that reducing the line lengths and compressible volume improves the average VVDP system efficiency by 14 % over a range of switching frequencies and duty cycles while holding other system parameters constant.",https://journals.riverpublishers.com/index.php/IJFP/article/view/492,"['virtual variable displacement pump', 'lumped parameter model', 'verification', 'optimization']"
110,International Journal of Fluid Power,Axial piston pumps slippers with nanocoated surfaces to reduce friction,2332-1180,10.1080/14399776.2015.1006979,"['G. Rizzo', 'G. P. Massarotti', 'A. Bonanno', 'R. Paoluzzi', 'M. Raimondo', 'M. Blosi', 'F. Veronesi', 'A. Caldarelli', 'G. Guarini']","['Institute for Agricultural and Earthmoving Machines – IMAMOTER – C.N.R., via Canal Bianco 28, 44124 Ferrara, Italy', 'Institute for Agricultural and Earthmoving Machines – IMAMOTER – C.N.R., via Canal Bianco 28, 44124 Ferrara, Italy', 'Institute for Agricultural and Earthmoving Machines – IMAMOTER – C.N.R., via Canal Bianco 28, 44124 Ferrara, Italy', 'Institute for Agricultural and Earthmoving Machines – IMAMOTER – C.N.R., via Canal Bianco 28, 44124 Ferrara, Italy', 'Institute of Science and Technology for Ceramics – ISTEC – C.N.R., via Granarolo 64, 48018 Faenza, Italy', 'Institute of Science and Technology for Ceramics – ISTEC – C.N.R., via Granarolo 64, 48018 Faenza, Italy', 'Institute of Science and Technology for Ceramics – ISTEC – C.N.R., via Granarolo 64, 48018 Faenza, Italy', 'Institute of Science and Technology for Ceramics – ISTEC – C.N.R., via Granarolo 64, 48018 Faenza, Italy', 'Institute of Science and Technology for Ceramics – ISTEC – C.N.R., via Granarolo 64, 48018 Faenza, Italy']",2018-12-28,1-10,"This paper shows the experimental results obtained using a nanocoating (developed by ISTEC-C.N.R.) applied to the slippers of an axial piston pump to reduce the friction losses in order to improve the pump overall efficiency map. It is well known that the mechanical power losses in a hydraulic pump come from the friction between parts in relative motion. The need to provide, especially at low rotational speed, hydrodynamic lift causes power losses in terms of volumetric and mechanical efficiency, due to the contrasting need to increase leakage to provide lubrication and to keep a minimum clearance in meatus to limit the volumetric losses. The application of special surface treatments have been exploited in pioneering works in the past, trying different surface finishing or adding ceramic or heterogeneous metallic layers, but the potential of structured coatings at nanoscale, with superhydrophobic and oleophobic characteristics, has never been exploited. Using a dedicated test rig developed at IMAMOTER-C.N.R., able to ensure hydrostatic working condition during the mutual rotation between the slippers and the swash plate, the functional performance of the nanocoated slippers’ surface have been studied. In the first part of the paper, the functionalization method is presented; in the second part, a comparison between the experimental performances of coated and uncoated surfaces is showed.",https://journals.riverpublishers.com/index.php/IJFP/article/view/194,"['superoleophobic', 'nanocoating', 'slipper', 'friction']"
111,International Journal of Fluid Power,Simulation of Cavitating Jet Through a Poppet Valve with Special Emphasis on Laminar-Turbulent Transition,2332-1180,10.13052/ijfp1439-9776.2112,"['Cong Yuan', 'Yan Cai', 'Shiqi Liu', 'Zunling Du']","['College of Mechanical and Automotive Engineering, Zhaoqing University, Zhaoqing, PRC  and School of mechanical engineering and automation, Northeastern University, Shenyang, PRC', 'School of mechanical engineering and automation, Northeastern University, Shenyang, PRC', 'School of mechanical engineering and automation, Northeastern University, Shenyang, PRC', 'College of Mechanical and Automotive Engineering, Zhaoqing University, Zhaoqing, PRC']",2020-06-24,27–58,"One of the major problems in oil-hydraulic poppet valve is the deteriorated performance accompanied by occurrence of cavitation. This is mainly a consequence of lack in understanding of the cavitating jet, which has inhibited the development of sufficiently general and accurate models for prediction of its performance. In the current paper, a two-phase volume of fluid (VOF) methodology combined with Schnerr-Sauer cavitation model is employed to perform quasi-direct transient fully three-dimensional calculations of the cavitating jet inside a poppet valve, with special concern on the laminar-turbulent transition. The numerical results allow separate examination of several distinctive flow characteristics, which show agreeable consistency with experimental observation. The periodic evolution of cavitation structure is related to temporal development of large-scale structure. The potential core indicated by velocity distribution, however, assumes a similar flow pattern regardless of temporal evolution of large-scale eddy. According to the different flow characteristics, the transitional process is divided into several parts, including laminar part, waving fluctuation, cross-linked vortex segments and cloud of cavitating vortexes. A comprehensive discussion on the transition is performed based on the numerical results, with primary concern on the governing mechanisms, including the formation of coherent structure organized as paired vortex, development of instability together with its effects on the coherent structure, and interaction between the vortexes. The streamwise vorticity strength accounts for less than 10% of the total vorticity in the cross-link region. It reveals that the breakdown of paired coherent structure is a result of the successive pairing process generated from combination of longitudinal and circumferential perturbation, instead of the growth of streamwise vortices as in the case of submerged circular jet.",https://journals.riverpublishers.com/index.php/IJFP/article/view/911,"['cavitation', 'poppet valve', 'laminar-turbulent transition', 'pairing process', 'paired structure']"
